sp	POS	Mean_rho	len	num	spAbbr	spAbbr2	cMmbAvgREC	cMAvgREC
HUM	1660001	0.0707970553966741	0.01	0	HUM	HUM (N=220)	7.07970553966741	0.0707970553966741
HUM	1670001	0.0724280652679311	0.01	1	HUM	HUM (N=220)	7.24280652679311	0.0724280652679311
HUM	1680001	0.0988128793597707	0.01	1	HUM	HUM (N=220)	9.88128793597707	0.0988128793597707
HUM	1690001	0.131486803805868	0.01	1	HUM	HUM (N=220)	13.1486803805868	0.131486803805868
HUM	1700001	0.131541407061267	0.01	0	HUM	HUM (N=220)	13.1541407061267	0.131541407061267
HUM	1710001	0.131541407061267	0.01	0	HUM	HUM (N=220)	13.1541407061267	0.131541407061267
HUM	1720001	0.131541407061267	0.01	0	HUM	HUM (N=220)	13.1541407061267	0.131541407061267
HUM	1730001	0.172161699290354	0.01	1	HUM	HUM (N=220)	17.2161699290354	0.172161699290354
HUM	1740001	0.0800075829655504	0.01	4	HUM	HUM (N=220)	8.00075829655504	0.0800075829655504
HUM	1750001	0.0606712177141285	0.01	2	HUM	HUM (N=220)	6.06712177141285	0.0606712177141285
HUM	1760001	0.176021016237569	0.01	2	HUM	HUM (N=220)	17.6021016237569	0.176021016237569
HUM	1770001	0.151147306918872	0.01	4	HUM	HUM (N=220)	15.1147306918872	0.151147306918872
HUM	1780001	0.0646137991987732	0.01	2	HUM	HUM (N=220)	6.46137991987732	0.0646137991987732
HUM	1790001	0.0313084456348154	0.01	1	HUM	HUM (N=220)	3.13084456348154	0.0313084456348154
HUM	1800001	0.0392407520947924	0.01	3	HUM	HUM (N=220)	3.92407520947924	0.0392407520947924
HUM	1810001	0.0473877310358106	0.01	0	HUM	HUM (N=220)	4.73877310358106	0.0473877310358106
HUM	1820001	0.0473877310358106	0.01	0	HUM	HUM (N=220)	4.73877310358106	0.0473877310358106
HUM	1830001	0.0473877310358106	0.01	0	HUM	HUM (N=220)	4.73877310358106	0.0473877310358106
HUM	1840001	0.0776602529478747	0.01	1	HUM	HUM (N=220)	7.76602529478747	0.0776602529478747
HUM	1850001	0.116387869333823	0.01	0	HUM	HUM (N=220)	11.6387869333823	0.116387869333823
HUM	1860001	0.116387869333823	0.01	0	HUM	HUM (N=220)	11.6387869333823	0.116387869333823
HUM	1870001	0.114856140333225	0.01	1	HUM	HUM (N=220)	11.4856140333225	0.114856140333225
HUM	1880001	0.0811661659239827	0.01	1	HUM	HUM (N=220)	8.11661659239827	0.0811661659239827
HUM	1890001	0.0760434078033563	0.01	2	HUM	HUM (N=220)	7.60434078033563	0.0760434078033563
HUM	1900001	0.0387524516978728	0.01	1	HUM	HUM (N=220)	3.87524516978728	0.0387524516978728
HUM	1910001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	1920001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	1930001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	1940001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	1950001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	1960001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	1970001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	1980001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	1990001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2000001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2010001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2020001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2030001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2040001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2050001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2060001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2070001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2080001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2090001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2100001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2110001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2120001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2130001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2140001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2150001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2160001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2170001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2180001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2190001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2200001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2210001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2220001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2230001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2240001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2250001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2260001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2270001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2280001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2290001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2300001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2310001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2320001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2330001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2340001	0.0327913940396396	0.01	0	HUM	HUM (N=220)	3.27913940396396	0.0327913940396396
HUM	2350001	0.0459693262460921	0.01	3	HUM	HUM (N=220)	4.59693262460921	0.0459693262460921
HUM	2360001	0.0504755670059551	0.01	0	HUM	HUM (N=220)	5.04755670059551	0.0504755670059551
HUM	2370001	0.0475498063725926	0.01	1	HUM	HUM (N=220)	4.75498063725926	0.0475498063725926
HUM	2380001	0.0390581987312709	0.01	1	HUM	HUM (N=220)	3.90581987312709	0.0390581987312709
HUM	2390001	0.0333235714157217	0.01	1	HUM	HUM (N=220)	3.33235714157217	0.0333235714157217
HUM	2400001	0.0217681365005251	0.01	3	HUM	HUM (N=220)	2.17681365005251	0.0217681365005251
HUM	2410001	0.0178541221144279	0.01	1	HUM	HUM (N=220)	1.78541221144279	0.0178541221144279
HUM	2420001	0.0175485069155955	0.01	0	HUM	HUM (N=220)	1.75485069155955	0.0175485069155955
HUM	2430001	0.015827325195409	0.01	1	HUM	HUM (N=220)	1.5827325195409	0.015827325195409
HUM	2440001	0.0099900538901093	0.01	3	HUM	HUM (N=220)	0.99900538901093	0.0099900538901093
HUM	2450001	0.00303509681623164	0.01	3	HUM	HUM (N=220)	0.303509681623164	0.00303509681623164
HUM	2460001	0.0195311984928583	0.01	7	HUM	HUM (N=220)	1.95311984928583	0.0195311984928583
HUM	2470001	0.102867984151346	0.01	3	HUM	HUM (N=220)	10.2867984151346	0.102867984151346
HUM	2480001	0.109017280777975	0.01	2	HUM	HUM (N=220)	10.9017280777975	0.109017280777975
HUM	2490001	0.0548262065516379	0.01	0	HUM	HUM (N=220)	5.48262065516379	0.0548262065516379
HUM	2500001	0.0866283428922344	0.01	2	HUM	HUM (N=220)	8.66283428922344	0.0866283428922344
HUM	2510001	0.10786894888536	0.01	0	HUM	HUM (N=220)	10.786894888536	0.10786894888536
HUM	2520001	0.0330192340125197	0.01	3	HUM	HUM (N=220)	3.30192340125197	0.0330192340125197
HUM	2530001	0.0143499018065218	0.01	1	HUM	HUM (N=220)	1.43499018065218	0.0143499018065218
HUM	2540001	0.0285361244544518	0.01	3	HUM	HUM (N=220)	2.85361244544518	0.0285361244544518
HUM	2550001	0.0239962075501719	0.01	4	HUM	HUM (N=220)	2.39962075501719	0.0239962075501719
HUM	2560001	0.0293505686753304	0.01	4	HUM	HUM (N=220)	2.93505686753304	0.0293505686753304
HUM	2570001	0.0708546511188139	0.01	2	HUM	HUM (N=220)	7.08546511188139	0.0708546511188139
HUM	2580001	0.144756783383277	0.01	0	HUM	HUM (N=220)	14.4756783383277	0.144756783383277
HUM	2590001	0.144756783383277	0.01	0	HUM	HUM (N=220)	14.4756783383277	0.144756783383277
HUM	2600001	0.0805956456259662	0.01	2	HUM	HUM (N=220)	8.05956456259662	0.0805956456259662
HUM	2610001	0.0479425497825589	0.01	0	HUM	HUM (N=220)	4.79425497825589	0.0479425497825589
HUM	2620001	0.0456549322560591	0.01	3	HUM	HUM (N=220)	4.56549322560591	0.0456549322560591
HUM	2630001	0.0396546301979686	0.01	2	HUM	HUM (N=220)	3.96546301979686	0.0396546301979686
HUM	2640001	0.0425696612290205	0.01	6	HUM	HUM (N=220)	4.25696612290205	0.0425696612290205
HUM	2650001	0.0723382652187541	0.01	1	HUM	HUM (N=220)	7.23382652187541	0.0723382652187541
HUM	2660001	0.144041505323251	0.01	3	HUM	HUM (N=220)	14.4041505323251	0.144041505323251
HUM	2670001	0.138386205096848	0.01	4	HUM	HUM (N=220)	13.8386205096848	0.138386205096848
HUM	2680001	0.144351111784537	0.01	0	HUM	HUM (N=220)	14.4351111784537	0.144351111784537
HUM	2690001	0.144351111784537	0.01	0	HUM	HUM (N=220)	14.4351111784537	0.144351111784537
HUM	2700001	0.129440864025682	0.01	2	HUM	HUM (N=220)	12.9440864025682	0.129440864025682
HUM	2710001	0.177659543206614	0.01	7	HUM	HUM (N=220)	17.7659543206614	0.177659543206614
HUM	2720001	0.144973674874063	0.01	3	HUM	HUM (N=220)	14.4973674874063	0.144973674874063
HUM	2730001	0.18207289965775	0.01	3	HUM	HUM (N=220)	18.207289965775	0.18207289965775
HUM	2740001	0.0641472181306085	0.01	5	HUM	HUM (N=220)	6.41472181306085	0.0641472181306085
HUM	2750001	0.103201739041117	0.01	5	HUM	HUM (N=220)	10.3201739041117	0.103201739041117
