sp	POS	Mean_rho	len	num	spAbbr	spAbbr2	cMmbAvgREC	cMAvgREC	nS	nCall	pi	pi_nvar	theta	tajD	spAbbr3
Gorilla_gorilla_gorilla	1570001	48.13212343	9544	18	GGG	GGG (N=4323)	7.86591401836457	0.0750722833912714	32	3060	5.1671542	26	0.00193329518409523	-0.983300220575983	GGG (N=4876)
Gorilla_gorilla_gorilla	1580001	17.53554956	9727	14	GGG	GGG (N=4323)	2.81180415941033	0.0273504190585843	21	2623	3.1072495	16	0.00138793120345615	-1.13660321331578	GGG (N=4876)
Gorilla_gorilla_gorilla	1590001	46.77822174	11865	13	GGG	GGG (N=4323)	6.14922762354346	0.0729605857533432	55	3512	4.1217396	22	0.0014253267017839	-2.35340498837653	GGG (N=4876)
Gorilla_gorilla_gorilla	1600001	45.65179452	9912	19	GGG	GGG (N=4323)	7.18358383085318	0.0712036829314167	39	2784	4.9227084	24	0.00196149975574649	-1.53067649041887	GGG (N=4876)
Gorilla_gorilla_gorilla	1640001	10.68141476	8458	29	GGG	GGG (N=4323)	1.96972547617651	0.0166599380775009	59	3881	8.2579741	45	0.00263824496907928	-1.35525365462643	GGG (N=4876)
Gorilla_gorilla_gorilla	1650001	18.93975178	8122	15	GGG	GGG (N=4323)	3.63710552464095	0.0295405710711338	33	2608	6.4589378	30	0.00261733863113412	-0.474646559418284	GGG (N=4876)
Gorilla_gorilla_gorilla	1660001	7.22644766	8815	13	GGG	GGG (N=4323)	1.27863665014259	0.011271182071007	33	2790	4.0338196	27	0.00220194166128961	-1.57123831065987	GGG (N=4876)
Gorilla_gorilla_gorilla	1710001	184.10729688	12074	22	GGG	GGG (N=4323)	23.782879413996	0.287154486044588	43	3294	6.2434829	33	0.00227948423345403	-1.25209816222075	GGG (N=4876)
Gorilla_gorilla_gorilla	1720001	55.81933186	11321	16	GGG	GGG (N=4323)	7.6903206323864	0.0870621198792464	30	2757	4.8743985	26	0.00214576832184672	-0.963073555919171	GGG (N=4876)
Gorilla_gorilla_gorilla	1740001	47.81190749	10383	21	GGG	GGG (N=4323)	7.18220538651992	0.0745728385282364	37	3817	8.0173933	35	0.00208637385599443	-0.163284274334146	GGG (N=4876)
Gorilla_gorilla_gorilla	1750001	44.93250069	10010	39	GGG	GGG (N=4323)	7.00117794422541	0.0700817912216963	60	4568	12.7468687	55	0.00273957277619584	-0.233668616102158	GGG (N=4876)
Gorilla_gorilla_gorilla	1770001	111.11424694	15924	36	GGG	GGG (N=4323)	10.8833396291984	0.173306300255355	51	3243	10.7256094	47	0.00329759379226946	-0.264641132871915	GGG (N=4876)
Gorilla_gorilla_gorilla	1780001	105.72161217	13188	24	GGG	GGG (N=4323)	12.5034379290118	0.164895339407807	51	4740	9.0782646	39	0.00187211495675045	-0.760821083996155	GGG (N=4876)
Gorilla_gorilla_gorilla	1790001	65.15237161	12445	38	GGG	GGG (N=4323)	8.16544639226292	0.101618980351712	54	5667	14.4772955	51	0.00204768529292328	0.625017044680202	GGG (N=4876)
Gorilla_gorilla_gorilla	1830001	74.30900183	9665	46	GGG	GGG (N=4323)	11.9917943758685	0.115900692642769	54	4408	16.2154584	51	0.00263253914587029	1.12097722112251	GGG (N=4876)
Gorilla_gorilla_gorilla	1840001	31.22131789	10047	19	GGG	GGG (N=4323)	4.84684836314724	0.0486962855045403	39	2629	6.7227102	30	0.0025964317801437	-0.83334943325407	GGG (N=4876)
Gorilla_gorilla_gorilla	1860001	7.84013114	8870	10	GGG	GGG (N=4323)	1.37861916328492	0.0122283519783372	26	2503	4.5961362	24	0.00218170807830532	-0.741653997386963	GGG (N=4876)
Gorilla_gorilla_gorilla	1880001	22.64908599	9756	34	GGG	GGG (N=4323)	3.62095804482643	0.0353260666853267	50	3784	13.152659	47	0.00282613548317385	0.545020770284214	GGG (N=4876)
Gorilla_gorilla_gorilla	1890001	126.72184011	10352	33	GGG	GGG (N=4323)	19.0928961823293	0.197649661279473	55	3012	9.3971059	48	0.00362603938910905	-0.874121965123716	GGG (N=4876)
Gorilla_gorilla_gorilla	1900001	39.85610181	11005	32	GGG	GGG (N=4323)	5.64871126785263	0.0621640675027182	47	3820	11.3256079	43	0.00256124627792238	0.205444039353458	GGG (N=4876)
Gorilla_gorilla_gorilla	1910001	46.07782942	9170	15	GGG	GGG (N=4323)	7.83731460943344	0.0718681749685047	31	3232	5.0463773	24	0.0016896087004945	-0.961221978427515	GGG (N=4876)
Gorilla_gorilla_gorilla	1920001	46.39053535	11532	36	GGG	GGG (N=4323)	6.27435886001479	0.0723559063736905	62	4195	11.5951768	50	0.00271196628923233	-0.628494371592948	GGG (N=4876)
Gorilla_gorilla_gorilla	1930001	62.42349278	9602	26	GGG	GGG (N=4323)	10.1398368495296	0.0973627134291828	40	3211	9.681161	33	0.00233840581283013	0.219382218583291	GGG (N=4876)
Gorilla_gorilla_gorilla	2210001	8.16785374	7871	24	GGG	GGG (N=4323)	1.61853704410926	0.012739505074184	42	3500	8.9169078	35	0.00227533971666593	-0.231202199145337	GGG (N=4876)
Gorilla_gorilla_gorilla	2220001	4.71180386	10101	26	GGG	GGG (N=4323)	0.72755769151478	0.00734906024199079	36	5069	9.1217391	30	0.0013466204675474	0.388290612871629	GGG (N=4876)
Gorilla_gorilla_gorilla	2230001	14.23622204	10618	31	GGG	GGG (N=4323)	2.09120513082037	0.0222044160790507	48	2798	11.0743976	42	0.00341544918155715	0.0487227529658338	GGG (N=4876)
Gorilla_gorilla_gorilla	2250001	3.15426268	10137	10	GGG	GGG (N=4323)	0.485325392983594	0.00491974350867469	15	3002	2.7729489	14	0.00106111778925127	-0.583284935848347	GGG (N=4876)
Gorilla_gorilla_gorilla	2260001	22.38602838	9524	43	GGG	GGG (N=4323)	3.66608277977245	0.0349157723945528	82	4672	14.6009702	53	0.00258118589433421	-0.776208034309714	GGG (N=4876)
Gorilla_gorilla_gorilla	2280001	4.90521269	7177	13	GGG	GGG (N=4323)	1.06600563567193	0.00765072244721743	21	4156	5.4492776	19	0.00104021786854313	0.456463313239932	GGG (N=4876)
Gorilla_gorilla_gorilla	2290001	12.62359614	9973	32	GGG	GGG (N=4323)	1.97424877261513	0.0196891830092907	47	4852	12.0724654	41	0.00192269019751243	0.448412673839395	GGG (N=4876)
Gorilla_gorilla_gorilla	2300001	7.18067238	10900	23	GGG	GGG (N=4323)	1.02750328313818	0.0111997857862062	46	3400	7.9275375	38	0.00254302674215604	-0.842877408402564	GGG (N=4876)
Gorilla_gorilla_gorilla	2320001	21.4941639	11595	23	GGG	GGG (N=4323)	2.89130832714534	0.0335247200532502	39	3411	8.4328505	33	0.00220129611990547	-0.170835038691834	GGG (N=4876)
Gorilla_gorilla_gorilla	2330001	264.76039456	10148	20	GGG	GGG (N=4323)	40.6927616721633	0.412950145449113	33	2896	5.9130467	30	0.00235705081146332	-0.721488002996662	GGG (N=4876)
Gorilla_gorilla_gorilla	2340001	34.40472067	10016	35	GGG	GGG (N=4323)	5.35757579840052	0.0536614791967796	46	3780	9.6695715	45	0.00270873775793563	-0.264576292998595	GGG (N=4876)
Gorilla_gorilla_gorilla	2350001	37.25895095	10005	27	GGG	GGG (N=4323)	5.80842162576237	0.0581132583657525	56	3725	7.9632899	53	0.00323739610693407	-1.31726282233221	GGG (N=4876)
Gorilla_gorilla_gorilla	2360001	7.96203991	9367	38	GGG	GGG (N=4323)	1.32577075190778	0.0124184946331202	54	4120	10.8782645	49	0.0027061079154522	-0.401915499893913	GGG (N=4876)
Gorilla_gorilla_gorilla	2370001	10.45061782	9992	29	GGG	GGG (N=4323)	1.63130115721578	0.0162999611629	52	4965	9.4772994	43	0.00197058626015377	-0.696260854047712	GGG (N=4876)
Gorilla_gorilla_gorilla	2380001	23.84396309	11795	38	GGG	GGG (N=4323)	3.15300819442682	0.0371897316532643	69	5870	13.9487919	57	0.00220944401788685	-0.395520494203677	GGG (N=4876)
Gorilla_gorilla_gorilla	2390001	49.09502989	13368	13	GGG	GGG (N=4323)	5.72816732569059	0.0765741408098317	42	3736	4.5661849	24	0.00146167433618796	-1.80409790142767	GGG (N=4876)
Gorilla_gorilla_gorilla	2400001	34.00252225	9943	30	GGG	GGG (N=4323)	5.33381929195157	0.0530341652198745	47	4447	9.8859911	44	0.00225129182669892	-0.262893934194392	GGG (N=4876)
Gorilla_gorilla_gorilla	2410001	89.46958314	10105	67	GGG	GGG (N=4323)	13.8096826916605	0.139546843599229	123	6626	26.8029048	94	0.00322791930827946	-0.152818305975997	GGG (N=4876)
Gorilla_gorilla_gorilla	2420001	85.52464382	10180	35	GGG	GGG (N=4323)	13.103523743291	0.133393871706703	58	3811	12.8521745	58	0.00346286285926591	-0.0919280822219527	GGG (N=4876)
Gorilla_gorilla_gorilla	2440001	58.92613045	11099	21	GGG	GGG (N=4323)	8.28073097078507	0.0919078330447435	32	3005	5.708214	25	0.00189296149473039	-0.731625145003231	GGG (N=4876)
Gorilla_gorilla_gorilla	2450001	10.80924059	8354	8	GGG	GGG (N=4323)	2.01811223914461	0.0168593096458141	25	3372	2.6550731	19	0.00128207160784854	-1.76593340938744	GGG (N=4876)
Gorilla_gorilla_gorilla	2460001	27.42913784	10774	24	GGG	GGG (N=4323)	3.97081624122285	0.0427815741829349	52	3957	8.741069	35	0.00201255724243891	-0.913978231060509	GGG (N=4876)
Gorilla_gorilla_gorilla	2470001	189.61965476	11256	48	GGG	GGG (N=4323)	26.2750693448201	0.295752180545295	139	3640	15.7391351	74	0.00462569063278238	-1.82005609580972	GGG (N=4876)
Gorilla_gorilla_gorilla	2480001	113.650694	13901	29	GGG	GGG (N=4323)	12.7517753331078	0.177262428905532	54	4858	9.1091824	42	0.00196715249279475	-0.906698032334873	GGG (N=4876)
Gorilla_gorilla_gorilla	2490001	65.3637217	10014	19	GGG	GGG (N=4323)	10.1806097231592	0.101948625767716	43	4567	5.800002	27	0.00134517565907554	-1.40893620454997	GGG (N=4876)
Gorilla_gorilla_gorilla	2500001	100.018698	9881	17	GGG	GGG (N=4323)	15.7879194256342	0.156000431844691	34	3091	6.5739157	24	0.00176668240698746	-0.511287398897266	GGG (N=4876)
Gorilla_gorilla_gorilla	2520001	35.88222029	9769	22	GGG	GGG (N=4323)	5.72893377968749	0.055965954093767	37	3386	9.3758482	32	0.00215035058869786	0.389367470891382	GGG (N=4876)
Gorilla_gorilla_gorilla	2530001	16.55746857	10011	28	GGG	GGG (N=4323)	2.57965175637987	0.0258248937331188	39	3928	9.9990338	35	0.00202741573531842	0.435909905435255	GGG (N=4876)
Gorilla_gorilla_gorilla	2540001	5.36309315	10012	21	GGG	GGG (N=4323)	0.835485857785301	0.00836488440814643	28	2800	8.8106277	24	0.00195029118571365	1.28201719097541	GGG (N=4876)
Gorilla_gorilla_gorilla	2550001	44.57109705	10022	32	GGG	GGG (N=4323)	6.93655012777614	0.0695181053805725	51	4863	12.9439628	49	0.00229265157550135	0.403526503671626	GGG (N=4876)
Gorilla_gorilla_gorilla	2560001	18.55715579	9856	31	GGG	GGG (N=4323)	2.93667119043471	0.0289438312529245	44	4732	8.396139	38	0.00182719588405125	-0.559100138779192	GGG (N=4876)
Gorilla_gorilla_gorilla	2570001	15.3061449	10661	29	GGG	GGG (N=4323)	2.23930103498917	0.0238731883340195	39	4298	5.478269	36	0.00190582200558337	-1.31545035104795	GGG (N=4876)
Gorilla_gorilla_gorilla	2580001	18.7761976	9987	17	GGG	GGG (N=4323)	2.93235942146487	0.0292854735421697	30	5287	5.1487959	25	0.00107591248187343	-0.827665642627582	GGG (N=4876)
Gorilla_gorilla_gorilla	2590001	4.56886117	10031	12	GGG	GGG (N=4323)	0.71040880424712	0.00712611071540286	33	4125	5.6241552	27	0.00148931326909043	-0.852119176315887	GGG (N=4876)
Gorilla_gorilla_gorilla	2610001	27.79700637	9688	42	GGG	GGG (N=4323)	4.4751593099699	0.0433553433949884	59	6465	16.4550739	50	0.0017597368265011	0.79496108724698	GGG (N=4876)
Gorilla_gorilla_gorilla	2620001	8.06496181	9990	52	GGG	GGG (N=4323)	1.25916148407874	0.0125790232259467	71	7393	11.3159512	64	0.00196972462960394	-1.06346464365847	GGG (N=4876)
Gorilla_gorilla_gorilla	2630001	72.51643251	8161	15	GGG	GGG (N=4323)	13.859183866995	0.113104799538547	21	2612	3.8425151	19	0.00165510928853953	-0.636469583199256	GGG (N=4876)
Gorilla_gorilla_gorilla	2640001	114.57253131	10091	52	GGG	GGG (N=4323)	17.7088722871809	0.178700230249942	80	5152	17.444448	72	0.00317982258540269	-0.148578192136477	GGG (N=4876)
Gorilla_gorilla_gorilla	2650001	58.93594842	12168	39	GGG	GGG (N=4323)	7.55449919929959	0.0919231462570775	62	5174	15.0821277	54	0.00237472641476537	0.24395410441472	GGG (N=4876)
Gorilla_gorilla_gorilla	2670001	15.94713359	10641	12	GGG	GGG (N=4323)	2.33746325756121	0.0248729465237088	20	3396	5.0705315	18	0.00120601045052964	0.369171433562753	GGG (N=4876)
Gorilla_gorilla_gorilla	2680001	11.35048016	10044	29	GGG	GGG (N=4323)	1.76259337593434	0.0177034878678845	45	3638	8.2715005	36	0.00225157311159905	-0.666784418537966	GGG (N=4876)
Gorilla_gorilla_gorilla	2690001	3.84529862	10028	29	GGG	GGG (N=4323)	0.598081474766331	0.00599756102895677	52	4809	11.6434811	46	0.00217645304567754	-0.0556795932669534	GGG (N=4876)
Gorilla_gorilla_gorilla	2700001	51.74160409	9916	25	GGG	GGG (N=4323)	8.1385675834056	0.0807020361570499	53	5349	7.5062845	44	0.00187165727300992	-1.32235312871072	GGG (N=4876)
Gorilla_gorilla_gorilla	2710001	20.27329947	10034	42	GGG	GGG (N=4323)	3.15133768358628	0.0316205223171047	57	4723	10.9082173	54	0.00260148940715562	-0.558717145145462	GGG (N=4876)
Gorilla_gorilla_gorilla	2720001	9.99174997	10654	42	GGG	GGG (N=4323)	1.46276132506707	0.0155842591572646	58	6066	13.0995247	52	0.00195050552698035	-0.0259805683993565	GGG (N=4876)
Gorilla_gorilla_gorilla	2730001	23.33668745	10005	34	GGG	GGG (N=4323)	3.63803372349745	0.036398527403592	48	5390	11.5574903	45	0.00189963427179901	0.202797994635576	GGG (N=4876)
Gorilla_gorilla_gorilla	2740001	61.05080717	9983	46	GGG	GGG (N=4323)	9.5383870853438	0.0952217182729872	61	5645	15.9120801	58	0.00233781582934675	0.516489196858207	GGG (N=4876)
Gorilla_gorilla_gorilla	350001	216.44138324	11825	26	GGG	GGG (N=4323)	28.5485302871408	0.33758637064544	56	2742	8.3777813	35	0.00290433588925264	-1.20300494729559	GGG (N=4876)
Gorilla_gorilla_gorilla	360001	313.1279306	24305	16	GGG	GGG (N=4323)	20.094203039458	0.488389604874026	92	4870	5.6029006	26	0.00121476042368202	-2.62452710118745	GGG (N=4876)
Gorilla_gorilla_gorilla	390001	268.15494757	22102	23	GGG	GGG (N=4323)	18.9233857946421	0.41824467283318	52	3805	7.4492791	36	0.00215275242575489	-1.29598515264324	GGG (N=4876)
Gorilla_gorilla_gorilla	430001	360.18171754	25322	37	GGG	GGG (N=4323)	22.1854511162193	0.561779993164905	100	3474	12.5198128	51	0.00334030873776518	-1.61595676619804	GGG (N=4876)
Gorilla_gorilla_gorilla	440001	168.97790142	9884	25	GGG	GGG (N=4323)	26.6650117415939	0.263556976053915	39	2559	8.414494	32	0.00284528608570964	-0.177946411649821	GGG (N=4876)
Gorilla_gorilla_gorilla	470001	485.22509597	30273	39	GGG	GGG (N=4323)	24.9995618694392	0.756811736473533	73	3311	12.5632895	56	0.00384835470049206	-0.865944116293405	GGG (N=4876)
Gorilla_gorilla_gorilla	490001	143.46535732	7739	31	GGG	GGG (N=4323)	28.9139084424504	0.223764737436124	63	4726	10.2396163	44	0.00211838653265554	-1.00906334243012	GGG (N=4876)
Gorilla_gorilla_gorilla	500001	54.24367188	9845	31	GGG	GGG (N=4323)	8.59365596990989	0.0846045430237629	64	3023	10.9884063	40	0.00301070422317688	-0.86747373390983	GGG (N=4876)
Gorilla_gorilla_gorilla	530001	142.03816881	8414	24	GGG	GGG (N=4323)	26.3297757803088	0.221538733415518	52	2913	7.9816455	30	0.00234329527977954	-1.13855425028204	GGG (N=4876)
Gorilla_gorilla_gorilla	540001	40.02657325	10904	15	GGG	GGG (N=4323)	5.72541764213486	0.0624299539698385	47	3090	5.4685997	22	0.00161998296979451	-1.69996533864292	GGG (N=4876)
Gorilla_gorilla_gorilla	550001	40.25695094	10311	15	GGG	GGG (N=4323)	6.08954291289854	0.0627892769748968	34	3384	4.5951705	27	0.00181543062499941	-1.38176859366756	GGG (N=4876)
Gorilla_gorilla_gorilla	570001	23.36535241	5618	14	GGG	GGG (N=4323)	6.48687015045786	0.0364432365052723	23	3120	4.994203	21	0.00153147865544822	-0.149989278171607	GGG (N=4876)
Gorilla_gorilla_gorilla	590001	30.4003039	7803	38	GGG	GGG (N=4323)	6.07660381534199	0.0474157395711136	54	4058	13.970053	49	0.00274745308320923	0.480282578308244	GGG (N=4876)
Gorilla_gorilla_gorilla	620001	90.32953658	9460	18	GGG	GGG (N=4323)	14.8930363516601	0.140888123886704	41	3341	5.7574892	26	0.00177069238651045	-1.32055286097164	GGG (N=4876)
Gorilla_gorilla_gorilla	630001	145.98298944	13402	19	GGG	GGG (N=4323)	16.9893687647923	0.227691520185746	48	4999	4.370052	30	0.00136547692538463	-2.08952870179113	GGG (N=4876)
Gorilla_gorilla_gorilla	640001	97.18037824	8922	20	GGG	GGG (N=4323)	16.9887321806278	0.151573468515562	44	4333	6.0531429	28	0.00147033261173889	-1.3700480937226	GGG (N=4876)
Gorilla_gorilla_gorilla	650001	84.87079104	7792	25	GGG	GGG (N=4323)	16.9884560103542	0.13237404923268	55	4711	9.2531416	46	0.00222172844335879	-0.914491473672245	GGG (N=4876)
Gorilla_gorilla_gorilla	670001	34.43543265	8786	36	GGG	GGG (N=4323)	6.11306408621864	0.053709381061517	85	4936	14.054111	61	0.00281190686216819	-0.976973862222362	GGG (N=4876)
Gorilla_gorilla_gorilla	680001	31.452481	10527	29	GGG	GGG (N=4323)	4.66009627995957	0.0490568335391344	54	3865	11.0444455	44	0.00259029618456147	-0.354498104158819	GGG (N=4876)
Gorilla_gorilla_gorilla	690001	72.48541441	10695	34	GGG	GGG (N=4323)	10.5709602818665	0.113056420214562	58	4086	13.3623186	48	0.00267293946157525	0.0440844824991024	GGG (N=4876)
Gorilla_gorilla_gorilla	700001	31.22631592	11432	32	GGG	GGG (N=4323)	4.26032898839426	0.0487040809953231	47	4012	9.8715027	38	0.00215510740860681	-0.267607318961749	GGG (N=4876)
Gorilla_gorilla_gorilla	710001	13.62283484	8020	29	GGG	GGG (N=4323)	2.64934018496188	0.0212477082833943	43	3075	9.1004863	34	0.00251582277615095	-0.241712325572713	GGG (N=4876)
Gorilla_gorilla_gorilla	720001	70.06625635	4345	19	GGG	GGG (N=4323)	25.1514910714166	0.109283228705305	35	2738	5.7343015	24	0.00199445409788102	-0.954848328372852	GGG (N=4876)
Gorilla_gorilla_gorilla	730001	53.25939318	8277	33	GGG	GGG (N=4323)	10.0361666124686	0.0830693510514026	57	4294	9.9594246	47	0.00249047430561944	-0.815898321342429	GGG (N=4876)
Gorilla_gorilla_gorilla	750001	129.70301548	8946	42	GGG	GGG (N=4323)	22.613395742836	0.202299438315411	70	5298	12.2473484	61	0.00261977581571577	-0.819843431270553	GGG (N=4876)
Gorilla_gorilla_gorilla	770001	58.19266882	10532	30	GGG	GGG (N=4323)	8.61791147338281	0.0907638436376678	59	3542	10.2840595	48	0.00308346432523898	-0.823782914771035	GGG (N=4876)
Gorilla_gorilla_gorilla	780001	22.94649657	8072	15	GGG	GGG (N=4323)	4.43383817382569	0.0357899417391209	27	2928	4.7198091	26	0.00202045193419789	-0.773177890083326	GGG (N=4876)
Gorilla_gorilla_gorilla	790001	20.28555309	8706	30	GGG	GGG (N=4323)	3.63423322348218	0.0316396344436359	75	3437	9.7507284	40	0.00264805320531385	-1.52504991195204	GGG (N=4876)
Gorilla_gorilla_gorilla	800001	16.49062934	9460	23	GGG	GGG (N=4323)	2.71888411610372	0.0257206437383412	35	3502	6.8985516	29	0.00188420479107116	-0.456199144397969	GGG (N=4876)
Gorilla_gorilla_gorilla	810001	67.19234429	11107	27	GGG	GGG (N=4323)	9.43555880205591	0.104800751614435	53	3171	9.941066	49	0.00351597748712174	-0.615208472194397	GGG (N=4876)
Gorilla_gorilla_gorilla	820001	86.384851	10937	33	GGG	GGG (N=4323)	12.3192418172875	0.134735547755674	46	4335	11.044447	41	0.00215199373433225	0.191839618052275	GGG (N=4876)
Gorilla_gorilla_gorilla	830001	51.45704829	9779	27	GGG	GGG (N=4323)	8.2072002113369	0.0802582108666636	34	3578	8.5420337	33	0.00209855256148618	0.354518723128412	GGG (N=4876)
Gorilla_gorilla_gorilla	860001	152.62307444	8824	49	GGG	GGG (N=4323)	26.9773509722231	0.238048144978897	87	4074	15.7768191	67	0.00374196762436468	-0.72619752988327	GGG (N=4876)
Gorilla_gorilla_gorilla	880001	152.89014911	9377	13	GGG	GGG (N=4323)	25.4308099316522	0.238464704729102	25	2564	4.5159438	16	0.00141986877795066	-0.682559020760939	GGG (N=4876)
Gorilla_gorilla_gorilla	890001	55.67580164	9448	31	GGG	GGG (N=4323)	9.19117844778425	0.0868382539746656	52	4490	9.9632896	37	0.00187500154825477	-0.552544278913182	GGG (N=4876)
Gorilla_gorilla_gorilla	940001	54.16838152	8013	8	GGG	GGG (N=4323)	10.543755359333	0.0844871116943354	30	3064	3.3362336	25	0.00185651086542586	-1.72211755344745	GGG (N=4876)
Gorilla_gorilla_gorilla	950001	25.34172547	9645	54	GGG	GGG (N=4323)	4.09806227413414	0.0395258106340238	73	4908	17.7391305	63	0.0029206683404636	0.241624929698629	GGG (N=4876)
Gorilla_gorilla_gorilla	960001	145.68011401	18319	44	GGG	GGG (N=4323)	12.4034675220314	0.227219121536094	78	6559	13.3613578	61	0.00211611103394758	-0.880683474922924	GGG (N=4876)
Gorilla_gorilla_gorilla	970001	61.57048339	20246	15	GGG	GGG (N=4323)	4.74327096041522	0.0960322638645666	65	8698	6.5024181	47	0.00122948915478614	-1.9820177276086	GGG (N=4876)
Gorilla_gorilla_gorilla	990001	194.24230203	12226	21	GGG	GGG (N=4323)	24.7801555801617	0.302962182123057	36	2544	7.2144942	32	0.0028620625366867	-0.407574472319129	GGG (N=4876)
HUM	1000001	0.0395915261185353	0.01	1	HUM	HUM (N=220)	3.95915261185353	0.0395915261185353	150	9552	23.79610533	150	0.00264331005998312	-0.179779004991607	HUM (N=29172)
HUM	10001	NA	NA	0	HUM	HUM (N=220)	NA	NA	12	4609	1.68628028	12	0.000438253811116664	-0.398700969350235	HUM (N=29172)
HUM	1010001	0.0361579110171676	0.01	0	HUM	HUM (N=220)	3.61579110171676	0.0361579110171676	179	9101	33.81422413	179	0.00331066380034401	0.383843752561107	HUM (N=29172)
HUM	1020001	0.0356856518147367	0.01	1	HUM	HUM (N=220)	3.56856518147367	0.0356856518147367	150	9914	25.56777147	150	0.00254679218206161	0.03945974098985	HUM (N=29172)
